,neighbourhood,latitude,longitude
Brooklyn,Fort Greene,40.68765,-73.97073
Brooklyn,Williamsburg,40.71413,-73.96596
Brooklyn,Sheepshead Bay,40.58422,-73.94079
Brooklyn,Williamsburg,40.71973,-73.95581999999997
Brooklyn,Bedford-Stuyvesant,40.69025,-73.93323000000002
Queens,Sunnyside,40.73826,-73.92458
Brooklyn,Greenpoint,40.73049,-73.96115
Manhattan,East Village,40.72956,-73.97903000000002
Manhattan,West Village,40.73854,-74.00820999999998
Manhattan,Theater District,40.75877,-73.98863
Brooklyn,Gowanus,40.67688,-73.9859
Brooklyn,Bushwick,40.70051,-73.92204
Manhattan,Lower East Side,40.71712,-73.98898
Staten Island,Emerson Hill,40.60742,-74.14388000000002
Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741
Queens,Long Island City,40.75627,-73.9211
Manhattan,Upper West Side,40.79816,-73.9619
Brooklyn,Fort Hamilton,40.61927,-74.0307
Manhattan,Harlem,40.8078,-73.95208000000002
Brooklyn,Bensonhurst,40.61922,-73.99399
Brooklyn,Clinton Hill,40.68275,-73.96148000000002
Manhattan,Lower East Side,40.71813,-73.98416
Manhattan,Lower East Side,40.71892,-73.98401
Manhattan,Harlem,40.816,-73.95545
Manhattan,Harlem,40.82748,-73.95153
Brooklyn,Bedford-Stuyvesant,40.68634,-73.95088
Manhattan,East Village,40.72229,-73.97901
Manhattan,NoHo,40.72956,-73.99287
Brooklyn,Greenpoint,40.72595,-73.95298000000003
Manhattan,Tribeca,40.71193,-74.00816999999998
Brooklyn,Park Slope,40.68012,-73.97847
Manhattan,Chelsea,40.74233,-73.99865
Brooklyn,Prospect Heights,40.67424000000001,-73.96665
Manhattan,Harlem,40.80486,-73.95298000000003
Manhattan,Harlem,40.80307,-73.95048
Brooklyn,Boerum Hill,40.68653,-73.98562
Manhattan,Midtown,40.74267,-73.98569
Brooklyn,Bedford-Stuyvesant,40.68749,-73.95494000000002
Brooklyn,Fort Greene,40.68645,-73.97538
Brooklyn,Clinton Hill,40.68999,-73.96710999999998
Staten Island,Shore Acres,40.61077,-74.06824
Brooklyn,Williamsburg,40.71126,-73.94575999999998
Brooklyn,Bedford-Stuyvesant,40.67855,-73.94949
Manhattan,East Village,40.72416,-73.9853
Brooklyn,Bedford-Stuyvesant,40.68516,-73.92520999999998
Manhattan,West Village,40.73507,-74.00048000000002
Manhattan,Chinatown,40.71611,-73.99828000000002
Brooklyn,Bedford-Stuyvesant,40.67964,-73.93946
Manhattan,Hell's Kitchen,40.76189,-73.99
Manhattan,East Village,40.72645,-73.98035
Brooklyn,Sunset Park,40.66293,-73.99833000000002
Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167
Bronx,Concourse,40.83001,-73.92158
Manhattan,East Harlem,40.79239000000001,-73.94535
Manhattan,East Village,40.72709,-73.98274
Manhattan,SoHo,40.72599,-74.00168000000002
Brooklyn,Bedford-Stuyvesant,40.68309,-73.94219
Manhattan,East Harlem,40.79442,-73.93433
Manhattan,Hell's Kitchen,40.76166,-73.99675
Queens,Ridgewood,40.70163,-73.90867
Manhattan,Midtown,40.75575,-73.96842
Manhattan,Harlem,40.80903,-73.94197
Queens,Long Island City,40.74581,-73.95295
Brooklyn,South Slope,40.66414,-73.98574
Manhattan,West Village,40.74,-74.00381
Manhattan,Midtown,40.75348,-73.97065
Manhattan,Lower East Side,40.72066,-73.98506
Brooklyn,Williamsburg,40.71746,-73.95496999999997
Brooklyn,DUMBO,40.70257,-73.9847
Manhattan,East Village,40.72264000000001,-73.9837
Manhattan,Kips Bay,40.73833,-73.98186
Manhattan,Greenwich Village,40.73268,-73.99255
Manhattan,Chinatown,40.71892,-73.99628
Queens,Ditmars Steinway,40.77679000000001,-73.91686999999997
Manhattan,Lower East Side,40.71693,-73.98948
Manhattan,Gramercy,40.73685,-73.98359
Brooklyn,Fort Greene,40.68501,-73.97019
Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003
Brooklyn,Prospect Heights,40.67722,-73.96542
Brooklyn,Clinton Hill,40.68975,-73.96703000000002
Brooklyn,Bedford-Stuyvesant,40.69221,-73.95866
Manhattan,West Village,40.72969000000001,-74.00635
Brooklyn,Clinton Hill,40.6893,-73.96602
Brooklyn,Williamsburg,40.70832,-73.94157
Brooklyn,Bedford-Stuyvesant,40.68016,-73.94878
Brooklyn,Williamsburg,40.70875,-73.95508000000002
Manhattan,Inwood,40.85888,-73.92886
Bronx,Kingsbridge,40.8679,-73.90023000000002
Brooklyn,Bedford-Stuyvesant,40.6889,-73.95383000000002
Manhattan,Chelsea,40.75127,-73.99637
Brooklyn,Crown Heights,40.67607,-73.94421
Manhattan,Gramercy,40.73834,-73.9823
Queens,Elmhurst,40.7347,-73.88065999999998
Manhattan,Lower East Side,40.71876,-73.98850999999998
Brooklyn,Greenpoint,40.73787,-73.95385
Manhattan,West Village,40.73066,-74.00287
Manhattan,West Village,40.73291,-74.00059
Manhattan,Washington Heights,40.85099,-73.92822
Brooklyn,Bedford-Stuyvesant,40.68707,-73.91918000000003
Brooklyn,Williamsburg,40.7184,-73.96019
Brooklyn,Crown Heights,40.67495,-73.95563
Manhattan,Chinatown,40.71582,-73.99902
Manhattan,Harlem,40.81068,-73.94288
Manhattan,Harlem,40.81122,-73.94279
Manhattan,Greenwich Village,40.73129,-73.99944
Brooklyn,Williamsburg,40.71628,-73.95737
Manhattan,Upper West Side,40.78558,-73.9726
Manhattan,Chinatown,40.7146,-73.991
Manhattan,East Harlem,40.79493,-73.94462
Brooklyn,Sunset Park,40.6623,-73.99049000000002
Brooklyn,Greenpoint,40.73693,-73.95284000000002
Brooklyn,Greenpoint,40.73641,-73.9533
Brooklyn,Greenpoint,40.73794,-73.95254
Brooklyn,Brighton Beach,40.58147,-73.96726
Manhattan,Upper West Side,40.79771,-73.96323000000002
Manhattan,Harlem,40.81512,-73.94691999999998
Brooklyn,Greenpoint,40.7373,-73.95323
Brooklyn,Greenpoint,40.73708,-73.95271
Brooklyn,Greenpoint,40.73652,-73.95236
Brooklyn,Greenpoint,40.73693,-73.95316
Brooklyn,Greenpoint,40.73784000000001,-73.95324000000002
Brooklyn,Greenpoint,40.73674000000001,-73.95246999999998
Brooklyn,Greenpoint,40.73783,-73.95259
Brooklyn,Greenpoint,40.73714,-73.95296
Brooklyn,Greenpoint,40.73731,-73.9545
Queens,Jackson Heights,40.74965,-73.89344
Brooklyn,Greenpoint,40.73793,-73.95316
Brooklyn,Clinton Hill,40.68197,-73.96549
Brooklyn,Bushwick,40.70271,-73.91566
Brooklyn,Williamsburg,40.7116,-73.9529
Brooklyn,Bedford-Stuyvesant,40.69241,-73.94885
Manhattan,Nolita,40.72004,-73.99424
Queens,Sunnyside,40.74511,-73.92398
Manhattan,Chelsea,40.74599,-74.00253000000002
Brooklyn,Cobble Hill,40.68946,-73.99385
Brooklyn,Bedford-Stuyvesant,40.68226,-73.95473
Brooklyn,Cypress Hills,40.67855,-73.8896
Brooklyn,Williamsburg,40.71408,-73.9489
Brooklyn,Clinton Hill,40.68618,-73.96144
Brooklyn,Park Slope,40.67379,-73.98454
Queens,St. Albans,40.70554,-73.76637
Manhattan,West Village,40.74031,-74.00532
Manhattan,Chelsea,40.74618,-74.00392
Manhattan,Harlem,40.81872,-73.94566999999998
Staten Island,Arrochar,40.59251,-74.06479
Staten Island,Arrochar,40.59101,-74.06685
Staten Island,Arrochar,40.59262,-74.06659
Brooklyn,Fort Greene,40.69142,-73.97203
Manhattan,Upper East Side,40.76928,-73.95021
Brooklyn,Bedford-Stuyvesant,40.68338,-73.95289
Manhattan,West Village,40.72953,-74.00461999999997
Manhattan,Financial District,40.70523,-74.01345
Manhattan,Chelsea,40.74025,-74.00161
Manhattan,West Village,40.73378,-74.00429
Manhattan,Lower East Side,40.72087,-73.99022
Brooklyn,East Flatbush,40.64468,-73.94219
Manhattan,Lower East Side,40.7193,-73.98966
Manhattan,West Village,40.73312,-74.0042
Brooklyn,Fort Greene,40.69778,-73.97676
Manhattan,East Village,40.72534,-73.98591
Manhattan,Harlem,40.82151,-73.94516
Brooklyn,Williamsburg,40.72059,-73.9567
Queens,Sunnyside,40.74558,-73.92324
Manhattan,Upper West Side,40.79433,-73.9765
Manhattan,Morningside Heights,40.81055,-73.95549
Brooklyn,Crown Heights,40.6711,-73.95231
Brooklyn,Cypress Hills,40.67962,-73.88928
Manhattan,Theater District,40.76217000000001,-73.98411
Manhattan,Upper East Side,40.76128,-73.96463
Manhattan,Nolita,40.72313,-73.99438
Brooklyn,Williamsburg,40.7177,-73.95576
Manhattan,Upper West Side,40.78448,-73.97289
Manhattan,Upper West Side,40.78304,-73.97447
Brooklyn,Fort Greene,40.68737,-73.97125
Manhattan,Chelsea,40.74139,-74.0005
Manhattan,Lower East Side,40.71992,-73.98773
Manhattan,Little Italy,40.71905,-73.99677
Manhattan,Financial District,40.70741,-74.00102
Queens,Rego Park,40.73349,-73.86009
Bronx,Wakefield,40.89557,-73.8447
Brooklyn,Kensington,40.64277,-73.97296
Manhattan,East Harlem,40.79111,-73.94466
Manhattan,Harlem,40.79951,-73.95257
Brooklyn,Williamsburg,40.71647,-73.93974
Manhattan,Chelsea,40.75114,-74.00195
Brooklyn,Crown Heights,40.66431,-73.93216
Queens,Long Island City,40.74579,-73.95012
Brooklyn,Bushwick,40.70278,-73.92673
Queens,Woodside,40.74409,-73.91122
Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254
Manhattan,East Village,40.72454000000001,-73.99150999999998
Brooklyn,Williamsburg,40.71073,-73.96207
Brooklyn,Williamsburg,40.71028,-73.96128
Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131
Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059
Brooklyn,Bedford-Stuyvesant,40.6865,-73.95371999999998
Manhattan,Midtown,40.75282,-73.97315
Manhattan,Upper East Side,40.76373,-73.96897
Manhattan,Greenwich Village,40.73388,-73.99452
Manhattan,Washington Heights,40.85774,-73.92900999999998
Manhattan,East Village,40.72257000000001,-73.98465
Brooklyn,Greenpoint,40.72723,-73.95728000000003
Brooklyn,Fort Greene,40.69135,-73.97321
Brooklyn,Williamsburg,40.70513,-73.95505
Manhattan,West Village,40.73301,-74.00268
Manhattan,East Harlem,40.79793,-73.93611999999997
Manhattan,Harlem,40.80285,-73.95166
Brooklyn,Bushwick,40.70642,-73.91665
Brooklyn,Clinton Hill,40.68156,-73.96537
Manhattan,Upper East Side,40.77368,-73.95198
Brooklyn,Bedford-Stuyvesant,40.68631,-73.93701999999998
Brooklyn,Sunset Park,40.65992,-73.99042
Brooklyn,Prospect Heights,40.67847,-73.97038
Manhattan,Harlem,40.81371,-73.95585
Brooklyn,Greenpoint,40.72868,-73.95835
Manhattan,East Village,40.73168,-73.98662
Brooklyn,Prospect-Lefferts Gardens,40.65689,-73.9533
Manhattan,East Harlem,40.7928,-73.93966999999998
Queens,Astoria,40.77117,-73.91905
Manhattan,West Village,40.73729,-74.00806999999998
Brooklyn,Crown Heights,40.66984,-73.95141
Manhattan,Harlem,40.82977,-73.94071
Brooklyn,Bedford-Stuyvesant,40.68492,-73.95489
Brooklyn,Bedford-Stuyvesant,40.68255,-73.91957
Brooklyn,Crown Heights,40.67392,-73.94662
Manhattan,West Village,40.73879,-74.00425
Brooklyn,Greenpoint,40.73321,-73.95586999999998
Manhattan,Harlem,40.80671,-73.95082
Brooklyn,Kensington,40.6433,-73.97386
Manhattan,Chinatown,40.71601,-73.99123
Brooklyn,Bedford-Stuyvesant,40.68106,-73.9292
Brooklyn,Gowanus,40.68131,-73.98879000000002
Brooklyn,Park Slope,40.67264,-73.98136
Brooklyn,Cypress Hills,40.67889,-73.86404
Manhattan,East Village,40.7241,-73.97899
Brooklyn,Williamsburg,40.70766,-73.95191
Brooklyn,Williamsburg,40.71422000000001,-73.9484
Manhattan,Hell's Kitchen,40.76001,-73.99133
Brooklyn,South Slope,40.66441,-73.97974
Manhattan,West Village,40.73362,-74.00923
Manhattan,East Village,40.73119000000001,-73.98819
Manhattan,Chelsea,40.74494,-73.9998
Brooklyn,Bushwick,40.69657,-73.9129
Brooklyn,Crown Heights,40.67106,-73.95463000000002
Manhattan,Harlem,40.80748,-73.95589
Brooklyn,Bedford-Stuyvesant,40.68991,-73.93179
Manhattan,Hell's Kitchen,40.76147,-73.99152
Brooklyn,Bedford-Stuyvesant,40.68174000000001,-73.91920999999998
Brooklyn,Cobble Hill,40.68538,-74.00056
Brooklyn,Williamsburg,40.70839,-73.94289
Brooklyn,Fort Greene,40.69018,-73.98106999999997
Brooklyn,Carroll Gardens,40.68128,-73.99521999999997
Manhattan,East Village,40.72948,-73.98694
Brooklyn,Carroll Gardens,40.68353,-73.9914
Manhattan,East Village,40.72506,-73.98865
Manhattan,West Village,40.72891,-74.00293
Manhattan,SoHo,40.7253,-73.99916
Queens,Long Island City,40.75295,-73.93228
Brooklyn,Greenpoint,40.71947,-73.95251999999998
Manhattan,Chinatown,40.71283,-73.99703000000002
Manhattan,Upper West Side,40.77338,-73.98886999999998
Brooklyn,Crown Heights,40.67385,-73.94405
Queens,Astoria,40.76856,-73.91828000000002
Manhattan,West Village,40.73908,-74.00378
Manhattan,Hell's Kitchen,40.7625,-73.9869
Brooklyn,Bushwick,40.69755,-73.91187
Brooklyn,Crown Heights,40.67335,-73.96
Manhattan,Harlem,40.80497,-73.95146
Brooklyn,Williamsburg,40.70736,-73.94331
Brooklyn,Greenpoint,40.73683,-73.9543
Queens,Astoria,40.76444,-73.92607
Brooklyn,Greenpoint,40.7389,-73.95395
Manhattan,Upper West Side,40.77611,-73.97808
Brooklyn,Greenpoint,40.73806,-73.95461999999998
Brooklyn,Greenpoint,40.73661,-73.95479
Brooklyn,Greenpoint,40.73857,-73.95435
Brooklyn,Williamsburg,40.711,-73.96225
Brooklyn,Williamsburg,40.70686,-73.95365
Brooklyn,Greenpoint,40.73857,-73.95299
Brooklyn,Williamsburg,40.71095,-73.95239000000002
Brooklyn,Williamsburg,40.70918,-73.94881
Brooklyn,Williamsburg,40.71685,-73.96573000000002
Manhattan,Upper West Side,40.7909,-73.96762
Brooklyn,Williamsburg,40.71143,-73.94159
Queens,Elmhurst,40.737,-73.87444
Brooklyn,Crown Heights,40.66469,-73.96091
Brooklyn,Bedford-Stuyvesant,40.68855,-73.95405
Brooklyn,Williamsburg,40.71653,-73.95554
Brooklyn,Fort Greene,40.69309000000001,-73.97074
Brooklyn,Williamsburg,40.70638,-73.96627
Brooklyn,Williamsburg,40.71629,-73.95786
Brooklyn,Bedford-Stuyvesant,40.68622,-73.94675
Brooklyn,Williamsburg,40.71635,-73.94609
Manhattan,Upper East Side,40.77272,-73.95307
Manhattan,SoHo,40.72509,-74.00304
Brooklyn,East New York,40.66795,-73.89232
Brooklyn,Greenpoint,40.72582,-73.95843
Manhattan,Harlem,40.80637,-73.95433
Brooklyn,Flatbush,40.64387,-73.96855
Manhattan,East Harlem,40.7968,-73.93611
Manhattan,East Harlem,40.79596,-73.94463
Manhattan,Upper West Side,40.78012,-73.98439
Manhattan,Upper West Side,40.77508,-73.9799
Brooklyn,Williamsburg,40.71532,-73.96064
Brooklyn,Fort Greene,40.68786,-73.97421
Brooklyn,Bushwick,40.70793,-73.91986999999997
Manhattan,Upper West Side,40.79044,-73.97513000000002
Brooklyn,Greenpoint,40.72668,-73.95761999999998
Staten Island,Clifton,40.62318,-74.07848
Manhattan,Harlem,40.82286,-73.94596
Manhattan,Harlem,40.82451,-73.94457
Brooklyn,Bedford-Stuyvesant,40.69348,-73.95926999999998
Manhattan,Upper West Side,40.78443,-73.97399
Brooklyn,Crown Heights,40.67679,-73.95639
Manhattan,East Harlem,40.79107,-73.94381
Queens,Ridgewood,40.70215,-73.91139
Brooklyn,Prospect Heights,40.67339000000001,-73.96519
Manhattan,Lower East Side,40.72209,-73.99274
Manhattan,East Village,40.73171,-73.98716999999998
Brooklyn,Bedford-Stuyvesant,40.69213,-73.95100000000002
Manhattan,West Village,40.73237,-74.00608000000003
Brooklyn,Kensington,40.64354,-73.97776999999998
Manhattan,Harlem,40.80343,-73.9531
Brooklyn,Bushwick,40.70462,-73.9228
Brooklyn,Williamsburg,40.71394,-73.96266999999997
Brooklyn,Bay Ridge,40.6339,-74.02035
Brooklyn,Greenpoint,40.73028,-73.95926999999998
Manhattan,Harlem,40.8076,-73.94433000000002
Brooklyn,South Slope,40.66485,-73.98343
Brooklyn,Williamsburg,40.71279000000001,-73.95852
Manhattan,Gramercy,40.73294,-73.98281999999998
Manhattan,Washington Heights,40.83456,-73.9457
Brooklyn,Williamsburg,40.72091,-73.95814
Brooklyn,Williamsburg,40.71819,-73.95414
Manhattan,West Village,40.73887,-74.00341999999998
Manhattan,Upper West Side,40.77892,-73.98238
Brooklyn,Williamsburg,40.71336,-73.96191999999998
Manhattan,Upper East Side,40.77688,-73.96177
Brooklyn,Williamsburg,40.71368,-73.94478000000002
Manhattan,Upper East Side,40.7761,-73.95265
Manhattan,Upper East Side,40.77471,-73.95574
Brooklyn,Clinton Hill,40.68625,-73.96446
Manhattan,East Village,40.725,-73.98850999999998
Manhattan,Kips Bay,40.74016,-73.97665
Manhattan,Midtown,40.75023,-73.98293000000002
Manhattan,Upper West Side,40.78867,-73.96809
Brooklyn,Crown Heights,40.66604,-73.95914
Brooklyn,Flatbush,40.63593,-73.96076
Manhattan,Chinatown,40.71638,-73.99167
Manhattan,Inwood,40.86658,-73.92558000000002
Brooklyn,Williamsburg,40.71179,-73.96449
Manhattan,Hell's Kitchen,40.76186,-73.99165
Brooklyn,Williamsburg,40.71417,-73.95917
Manhattan,Harlem,40.82772,-73.93876999999998
Brooklyn,East Flatbush,40.63602,-73.94606999999998
Brooklyn,East Flatbush,40.63759,-73.9459
Brooklyn,East Flatbush,40.63611,-73.94637
Manhattan,Harlem,40.803,-73.95278
Manhattan,Upper West Side,40.79526,-73.9655
Manhattan,Hell's Kitchen,40.75763,-73.99481999999998
Manhattan,Upper West Side,40.77577,-73.98258
Manhattan,Upper East Side,40.77631,-73.95289
Manhattan,Hell's Kitchen,40.76774,-73.9892
Manhattan,Harlem,40.81169000000001,-73.94355
Manhattan,Hell's Kitchen,40.75782,-73.99349000000002
Manhattan,Harlem,40.83177,-73.95
Manhattan,West Village,40.73104,-74.00879
Manhattan,Flatiron District,40.74253,-73.9916
Brooklyn,Sunset Park,40.64372,-74.02065999999998
Manhattan,Greenwich Village,40.72886,-74.00013
Manhattan,Lower East Side,40.71868,-73.99016999999998
Manhattan,East Village,40.72143,-73.98116999999998
Brooklyn,Williamsburg,40.71682,-73.96369
Brooklyn,Park Slope,40.67725,-73.9821
Brooklyn,Crown Heights,40.66888,-73.95291999999998
Brooklyn,Park Slope,40.67188,-73.97533
Manhattan,Chelsea,40.74964,-73.99158
Brooklyn,Prospect-Lefferts Gardens,40.65846,-73.95057
Manhattan,Upper East Side,40.78164,-73.94717
Manhattan,Chinatown,40.71515,-73.99029
Manhattan,East Village,40.72986,-73.97913
Brooklyn,Prospect-Lefferts Gardens,40.66039,-73.95936999999998
Brooklyn,Crown Heights,40.66898,-73.9571
Manhattan,Midtown,40.75407,-73.96713000000003
Brooklyn,Williamsburg,40.70712,-73.94013000000002
Manhattan,Midtown,40.74553,-73.98943
Manhattan,Upper East Side,40.77584,-73.9502
Manhattan,Harlem,40.79967,-73.95156
Manhattan,Upper West Side,40.80142,-73.96931
Brooklyn,Williamsburg,40.70507,-73.9353
Brooklyn,Park Slope,40.67962,-73.97655
Brooklyn,Crown Heights,40.66847,-73.94875
Brooklyn,Greenpoint,40.7376,-73.95678000000002
Brooklyn,Williamsburg,40.71148,-73.95573
Brooklyn,Prospect Heights,40.67425,-73.96514
Manhattan,East Village,40.72899,-73.97792
Brooklyn,Greenpoint,40.72488,-73.94013000000002
Brooklyn,Williamsburg,40.72212,-73.95696
Brooklyn,Bedford-Stuyvesant,40.68534,-73.93433
Staten Island,Graniteville,40.62109,-74.16534
Manhattan,Upper West Side,40.78161,-73.97898
Manhattan,Hell's Kitchen,40.75643,-73.99046
Brooklyn,Park Slope,40.67407,-73.98111
Brooklyn,Sheepshead Bay,40.59721,-73.95149
Manhattan,Harlem,40.80491,-73.94866
Manhattan,Harlem,40.80334000000001,-73.94805
Manhattan,Inwood,40.87039,-73.91611
Brooklyn,Williamsburg,40.704,-73.93285
Bronx,Spuyten Duyvil,40.87991,-73.91673
Staten Island,Stapleton,40.62766,-74.07988
Manhattan,Upper East Side,40.7685,-73.96034
Manhattan,Midtown,40.76082,-73.97548
Manhattan,Kips Bay,40.74238,-73.98122
Manhattan,Harlem,40.80151,-73.9522
Manhattan,Washington Heights,40.83434000000001,-73.94027
Manhattan,Gramercy,40.73677,-73.98084
Queens,Briarwood,40.71151,-73.81560999999998
Queens,Ozone Park,40.68581,-73.84642
Brooklyn,Columbia St,40.68636,-74.00345
Brooklyn,Williamsburg,40.70994,-73.96573000000002
Manhattan,Hell's Kitchen,40.76013,-73.99006999999997
Manhattan,Financial District,40.70621,-74.01525
Manhattan,Nolita,40.72172,-73.99689000000002
Brooklyn,Greenpoint,40.72049000000001,-73.95221
Queens,Briarwood,40.71068,-73.81577
Manhattan,Flatiron District,40.74125,-73.98862
Manhattan,Harlem,40.83091,-73.94223000000002
Manhattan,Upper West Side,40.7824,-73.98294
Manhattan,East Village,40.72634,-73.98267
Manhattan,Harlem,40.82703,-73.94311
Manhattan,Upper East Side,40.78521,-73.95489
Brooklyn,South Slope,40.66106,-73.98316
Manhattan,Lower East Side,40.72123,-73.98996
Brooklyn,Bushwick,40.70339,-73.92945
Brooklyn,Prospect-Lefferts Gardens,40.66009,-73.96236999999998
Brooklyn,Carroll Gardens,40.67939000000001,-73.99398000000002
Manhattan,Upper East Side,40.76494,-73.95804
Manhattan,Harlem,40.80192,-73.95827
Manhattan,East Harlem,40.79314,-73.94853
Manhattan,Midtown,40.7453,-73.99056
Manhattan,East Village,40.72812,-73.97966
Brooklyn,Williamsburg,40.7093,-73.96484
Brooklyn,Windsor Terrace,40.64791,-73.97904
Queens,Long Island City,40.75453,-73.93377
Manhattan,SoHo,40.72057,-73.99976
Manhattan,Nolita,40.7234,-73.99439
Brooklyn,Williamsburg,40.71121,-73.94669
Brooklyn,Bushwick,40.68979,-73.91660999999998
Manhattan,Greenwich Village,40.73448,-73.99797
Brooklyn,Prospect-Lefferts Gardens,40.65937,-73.95906
Brooklyn,Boerum Hill,40.68599,-73.98826
Manhattan,East Harlem,40.79477,-73.95045999999998
Brooklyn,Brighton Beach,40.5781,-73.95455
Manhattan,Nolita,40.72278,-73.9967
Brooklyn,Williamsburg,40.71472,-73.96225
Brooklyn,Crown Heights,40.66924,-73.94406
Brooklyn,Crown Heights,40.67259,-73.95489
Brooklyn,Bedford-Stuyvesant,40.69321,-73.9442
Brooklyn,Williamsburg,40.71348,-73.94447
